ID,form,lang_id,homologue_set_id,PGer
1492,gå,dan,220,*gēn-
1493,gān,ang,220,*gēn-
1494,go,eng,220,*gēn-
1495,gān,ofs,220,*gēn-
1496,gān,osx,220,*gēn-
1497,gæn,dum,220,*gēn-
1498,gaan,nld,220,*gēn-
1499,gān,goh,220,*gēn-
1500,gehen,deu,220,*gēn-
1501,gestern,deu,221,*gestra-
1502,gistra-dagis,got,221,*gestra-
1503,í_gær,non,221,*gestra-
1504,í_gær,isl,221,*gestra-
1505,í_gjár,fao,221,*gestra-
1506,ī_gār,oswe,221,*gestra-
1507,geostran-dæg,ang,221,*gestra-
1508,yesterday,eng,221,*gestra-
1509,gist(e)ren,dum,221,*gestra-
1510,gisteren,nld,221,*gestra-
1511,gestaron,goh,221,*gestra-
1512,geta,non,222,*getan-
1513,get,eng,222,*getan-
1514,giutan,got,223,*geutan-
1515,gjóta,non,223,*geutan-
1516,gyte,nob,223,*geutan-
1517,gēotan,ang,223,*geutan-
1518,giotan,osx,223,*geutan-
1519,gieten,nld,223,*geutan-
1520,giozan,goh,223,*geutan-
1521,gießen,deu,223,*geutan-
1522,glaðr,non,224,*glōan-
1523,glaður,fao,224,*glōan-
1524,glað,ovd,224,*glōan-
1525,glæd,ang,224,*glōan-
1526,glad,eng,224,*glōan-
1527,gled,ofs,224,*glōan-
1528,glad,nld,224,*glōan-
1529,glat,goh,224,*glōan-
1530,glatt,deu,224,*glōan-
1531,gler,isl,225,*glasa-
1532,glas,fao,225,*glasa-
1533,gler,fao,225,*glasa-
1534,glar,oswe,225,*glasa-
1535,glas,ovd,225,*glasa-
1536,glæs,ang,225,*glasa-
1537,glass,eng,225,*glasa-
1538,glas,goh,225,*glasa-
1539,Glas,deu,225,*glasa-
1540,glōwan,ang,226,*glōan-
1541,glow,eng,226,*glōan-
1542,góðr,non,227,*gōda-
1543,góður,fao,227,*gōda-
1544,guoð,ovd,227,*gōda-
1545,gōd,ang,227,*gōda-
1546,good,eng,227,*gōda-
1547,gōd,ofs,227,*gōda-
1548,gōd,osx,227,*gōda-
1549,goed,nld,227,*gōda-
1550,guot,goh,227,*gōda-
1551,gut,deu,227,*gōda-
1552,goϸs,got,227,*gōda-
1553,græf,ang,228,*graba-
1554,gref,ofs,228,*graba-
1555,graf,osx,228,*graba-
1556,graf,nld,228,*graba-
1557,grab,goh,228,*graba-
1558,Grab,deu,228,*graba-
1559,graban,got,229,*graban-
1560,grafa,non,229,*graban-
1561,gråvå,ovd,229,*graban-
1562,grafan,ang,229,*graban-
1563,greva,ofs,229,*graban-
1564,graƀan,osx,229,*graban-
1565,graven,nld,229,*graban-
1566,graban,goh,229,*graban-
1567,graben,deu,229,*graban-
1568,grab,eng,230,*grap[pb]ōn-
1569,grabben,gml,230,*grap[pb]ōn-
1570,grapen,dum,230,*grap[pb]ōn-
1571,grabbelen,nld,230,*grap[pb]ōn-
1572,gras,got,231,*grasa-
1573,gras,non,231,*grasa-
1574,gærs,ang,231,*grasa-
1575,grass,eng,231,*grasa-
1576,gers,ofs,231,*grasa-
1577,gras,osx,231,*grasa-
1578,gras,nld,231,*grasa-
1579,gras,goh,231,*grasa-
1580,Gras,deu,231,*grasa-
1581,grēat,ang,232,*greutan-
1582,great,eng,232,*greutan-
1583,grāt,ofs,232,*greutan-
1584,grōt,osx,232,*greutan-
1585,groot,nld,232,*greutan-
1586,grōz,goh,232,*greutan-
1587,groß,deu,232,*greutan-
1588,grauw,nld,233,*grēwa-
1589,grāo,goh,233,*grēwa-
1590,grau,deu,233,*grēwa-
1591,grár,non,233,*grēwa-
1592,grǣw,ang,233,*grēwa-
1593,grey,eng,233,*grēwa-
1594,grāu,osx,233,*grēwa-
1595,grindan,ang,234,*grindan-
1596,grind,eng,234,*grindan-
1597,greipan,got,235,*grīpan-
1598,grípa,non,235,*grīpan-
1599,grīpan,ang,235,*grīpan-
1600,grīpa,ofs,235,*grīpan-
1601,grīpan,osx,235,*grīpan-
1602,grijpen,nld,235,*grīpan-
1603,grīfan,goh,235,*grīpan-
1604,greifen,deu,235,*grīpan-
1605,gróa,non,236,*grōan-
1606,grōwan,ang,236,*grōan-
1607,grow,eng,236,*grōan-
1608,grōwa,ofs,236,*grōan-
1609,groeyen,dum,236,*grōan-
1610,gruoan,goh,236,*grōan-
1611,grüen,gmh,236,*grōan-
1612,gróf,non,237,*grōbō-
1613,grógv,fao,237,*grōbō-
1614,gruova,odt,237,*grōbō-
1615,groeve,nld,237,*grōbō-
1616,gruoba,goh,237,*grōbō-
1617,Grube,deu,237,*grōbō-
1618,groba,got,237,*grōbō-
1619,grœnn,non,238,*grōan-
1620,grønur,fao,238,*grōan-
1621,gryōn,ovd,238,*grōan-
1622,grēne,ang,238,*grōan-
1623,grēne,ofs,238,*grōan-
1624,grōni,osx,238,*grōan-
1625,groen,nld,238,*grōan-
1626,gruoni,goh,238,*grōan-
1627,grüene,gmh,238,*grōan-
1628,grün,deu,238,*grōan-
1629,grundu-waddjus,got,239,*grumϸu-
1630,grunnr,non,239,*grumϸu-
1631,gruður,fao,239,*grumϸu-
1632,grund,ang,239,*grumϸu-
1633,ground,eng,239,*grumϸu-
1634,grund,ofs,239,*grumϸu-
1635,grund,osx,239,*grumϸu-
1636,grond,nld,239,*grumϸu-
1637,grunt,goh,239,*grumϸu-
1638,Grund,deu,239,*grumϸu-
1639,grumf,cim,239,*grumϸu-
1640,god,eng,240,*guda-
1641,god,ang,240,*guda-
1642,gulϸ,got,241,*gulϸa-
1643,gull,non,241,*gulϸa-
1644,gold,ang,241,*gulϸa-
1645,gold,ofs,241,*gulϸa-
1646,goud,nld,241,*gulϸa-
1647,gold,goh,241,*gulϸa-
1648,golt,gmh,241,*gulϸa-
1649,Gold,deu,241,*gulϸa-
1650,hafjan,got,242,*hafjan-
1651,hefja,non,242,*hafjan-
1652,hebban,ang,242,*hafjan-
1653,heave,eng,242,*hafjan-
1654,heva,ofs,242,*hafjan-
1655,hebbian,osx,242,*hafjan-
1656,heffen,nld,242,*hafjan-
1657,heffen,goh,242,*hafjan-
1658,heben,deu,242,*hafjan-
1659,heimr,non,243,*haima-
1660,heimur,fao,243,*haima-
1661,hām,ang,243,*haima-
1662,home,eng,243,*haima-
1663,heitr,non,244,*haita-
1664,heitur,fao,244,*haita-
1665,iet,ovd,244,*haita-
1666,hāt,ang,244,*haita-
1667,hot,eng,244,*haita-
1668,hēt,ofs,244,*haita-
1669,hēt,osx,244,*haita-
1670,heet,nld,244,*haita-
1671,heiz,goh,244,*haita-
1672,heiß,deu,244,*haita-
1673,haki,isl,245,*hakan-
1674,haki,fao,245,*hakan-
1675,atji,ovd,245,*hakan-
1676,haca,ang,245,*hakan-
1677,hako,osx,245,*hakan-
1678,hāko,goh,245,*hakan-
1679,Haken,deu,245,*hakan-
1680,halb,deu,246,*halba-
1681,halbs,got,246,*halba-
1682,halfr,non,246,*halba-
1683,hálvur,fao,246,*halba-
1684,åv,ovd,246,*halba-
1685,healf,ang,246,*halba-
1686,half,eng,246,*halba-
1687,half,ofs,246,*halba-
1688,half,osx,246,*halba-
1689,half,nld,246,*halba-
1690,halb,goh,246,*halba-
1691,hals,got,247,*halsa-
1692,hals,non,247,*halsa-
1693,hálsur,fao,247,*halsa-
1694,ås,ovd,247,*halsa-
1695,heals,ang,247,*halsa-
1696,hals,ofs,247,*halsa-
1697,hals,dum,247,*halsa-
1698,hals,nld,247,*halsa-
1699,hals,goh,247,*halsa-
1700,Hals,deu,247,*halsa-
1701,hana,got,248,*hanan-
1702,hani,non,248,*hanan-
1703,hana,ang,248,*hanan-
1704,hona,ofs,248,*hanan-
1705,hano,osx,248,*hanan-
1706,hano,goh,248,*hanan-
1707,Hahne,deu,248,*hanan-
1708,handus,got,249,*hinϸan-
1709,hǫnd,non,249,*hinϸan-
1710,hond,fao,249,*hinϸan-
1711,hand,ang,249,*hinϸan-
1712,hand,eng,249,*hinϸan-
1713,hond,ofs,249,*hinϸan-
1714,hand,osx,249,*hinϸan-
1715,hant,goh,249,*hinϸan-
1716,Hand,deu,249,*hinϸan-
1717,hengja,non,250,*hanhan-
1718,hengan,ang,250,*hanhan-
1719,hengen,dum,250,*hanhan-
1720,henken,goh,250,*hanhan-
1721,hängen,deu,250,*hanhan-
1722,hæll,non,251,*hanhila(n)-
1723,hælur,fao,251,*hanhila(n)-
1724,äl,ovd,251,*hanhila(n)-
1725,hēla,ang,251,*hanhila(n)-
1726,heel,eng,251,*hanhila(n)-
1727,hēla,ofs,251,*hanhila(n)-
1728,hiel,nld,251,*hanhila(n)-
1729,haustr,non,252,*harbista-
1730,ost,ovd,252,*harbista-
1731,hærfest,ang,252,*harbista-
1732,harvest,eng,252,*harbista-
1733,herfst,dum,252,*harbista-
1734,herfst,nld,252,*harbista-
1735,herbist,goh,252,*harbista-
1736,Herbst,deu,252,*harbista-
1737,harðr,non,253,*hardu-
1738,harður,fao,253,*hardu-
1739,ård,ovd,253,*hardu-
1740,heard,ang,253,*hardu-
1741,hard,eng,253,*hardu-
1742,herd,ofs,253,*hardu-
1743,hard,osx,253,*hardu-
1744,hard,nld,253,*hardu-
1745,hart,goh,253,*hardu-
1746,hart,deu,253,*hardu-
1747,hardus,got,253,*hardu-
1748,haubiþ,got,254,*ha(u)beda-
1749,hǫfuð,non,254,*ha(u)beda-
1750,høvd,fao,254,*ha(u)beda-
1751,ovuð,ovd,254,*ha(u)beda-
1752,hæfud,ang,254,*ha(u)beda-
1753,head,eng,254,*ha(u)beda-
1754,hāved,ofs,254,*ha(u)beda-
1755,hōƀid,osx,254,*ha(u)beda-
1756,hovit,odt,254,*ha(u)beda-
1757,hoofd,nld,254,*ha(u)beda-
1758,houbit,goh,254,*ha(u)beda-
1759,Haupt,deu,254,*ha(u)beda-
1760,hauhs,got,255,*hauha-
1761,hár,non,255,*hauha-
1762,háur,fao,255,*hauha-
1763,høgher,oswe,255,*hauha-
1764,og,ovd,255,*hauha-
1765,hēa,ang,255,*hauha-
1766,high,eng,255,*hauha-
1767,hōh,osx,255,*hauha-
1768,hoog,nld,255,*hauha-
1769,hōh,goh,255,*hauha-
1770,hoch,deu,255,*hauha-
1771,hawi,got,256,*hauja-
1772,hey,non,256,*hauja-
1773,hoyggj,fao,256,*hauja-
1774,hīeg,ang,256,*hauja-
1775,hay,eng,256,*hauja-
1776,hā,ofs,256,*hauja-
1777,hōi*,osx,256,*hauja-
1778,hooi,nld,256,*hauja-
1779,hewi,goh,256,*hauja-
1780,Heu,deu,256,*hauja-
1781,hēap,ang,257,*haupa-
1782,heap,eng,257,*haupa-
1783,hāp,ofs,257,*haupa-
1784,hōp,osx,257,*haupa-
1785,hoop,nld,257,*haupa-
1786,houf,goh,257,*haupa-
1787,hausjan,got,258,*hauzjan-
1788,heyra,non,258,*hauzjan-
1789,hoyra,fao,258,*hauzjan-
1790,ära,ovd,258,*hauzjan-
1791,hīeran,ang,258,*hauzjan-
1792,hear,eng,258,*hauzjan-
1793,hēra,ofs,258,*hauzjan-
1794,hōrian,osx,258,*hauzjan-
1795,horen,nld,258,*hauzjan-
1796,hōrran,goh,258,*hauzjan-
1797,hören,deu,258,*hauzjan-
1798,hǫggva,non,259,*hawwan-
1799,høgga,fao,259,*hawwan-
1800,ogga,ovd,259,*hawwan-
1801,hēawan,ang,259,*hawwan-
1802,hew,eng,259,*hawwan-
1803,hāwa,ofs,259,*hawwan-
1804,hauwan,osx,259,*hawwan-
1805,houwen,nld,259,*hawwan-
1806,houwan,goh,259,*hawwan-
1807,hauen,deu,259,*hawwan-
1808,himins,got,260,*hemina-
1809,himinn,non,260,*hemina-
1810,himin,fao,260,*hemina-
1811,heofon,ang,260,*hemina-
1812,heaven,eng,260,*hemina-
1813,himel,ofs,260,*hemina-
1814,himil,osx,260,*hemina-
1815,himil,odt,260,*hemina-
1816,hemel,nld,260,*hemina-
1817,himil,goh,260,*hemina-
1818,Himmel,deu,260,*hemina-
1819,hár,non,261,*hēra-
1820,hár,fao,261,*hēra-
1821,år,ovd,261,*hēra-
1822,hǣr,ang,261,*hēra-
1823,hair,eng,261,*hēra-
1824,hēr,ofs,261,*hēra-
1825,hār,osx,261,*hēra-
1826,haar,nld,261,*hēra-
1827,hār,goh,261,*hēra-
1828,Haar,deu,261,*hēra-
1829,hairda,got,262,*herdō-
1830,hjǫrð,non,262,*herdō-
1831,heord,ang,262,*herdō-
1832,herd,eng,262,*herdō-
1833,herta,goh,262,*herdō-
1834,Herde,deu,262,*herdō-
1835,hairto,got,263,*hertōn-
1836,hjarta,non,263,*hertōn-
1837,hjarta,fao,263,*hertōn-
1838,järta,ovd,263,*hertōn-
1839,heorte,ang,263,*hertōn-
1840,heart,eng,263,*hertōn-
1841,herta,osx,263,*hertōn-
1842,hart,nld,263,*hertōn-
1843,herza,goh,263,*hertōn-
1844,Herz,deu,263,*hertōn-
1845,h´ӗri,non,264,*hesan-
1846,héri,isl,264,*hesan-
1847,hare,nob,264,*hesan-
1848,jase,nob-dia,264,*hesan-
1849,heri,oswe,264,*hesan-
1850,hare,swe,264,*hesan-
1851,eri,ovd,264,*hesan-
1852,haræ,odan,264,*hesan-
1853,hare,dan,264,*hesan-
1854,hara,fao,264,*hesan-
1855,hara,ang,264,*hesan-
1856,hare,eng,264,*hesan-
1857,hasa,ofs,264,*hesan-
1858,haso,osx,264,*hesan-
1859,hase,dum,264,*hesan-
1860,haas,nld,264,*hesan-
1861,haso,goh,264,*hesan-
1862,Hase,deu,264,*hesan-
1863,jär,ovd,265,*hiar-
1864,hēr,ang,265,*hiar-
1865,here,eng,265,*hiar-
1866,hīr,ofs,265,*hiar-
1867,hēr,osx,265,*hiar-
1868,hier,nld,265,*hiar-
1869,hiar,goh,265,*hiar-
1870,hier,deu,265,*hiar-
1871,her,got,265,*hiar-
1872,hér,non,265,*hiar-
1873,hete,ofs,266,*hitjō-
1874,hittia,osx,266,*hitjō-
1875,hitte,nld,266,*hitjō-
1876,hizzea,goh,266,*hitjō-
1877,Hitze,deu,266,*hitjō-
1878,läa,ovd,267,*hlah(j)an-
1879,hlahan,osx,267,*hlah(j)an-
1880,hlæja,non,267,*hlah(j)an-
1881,hlátr,non,268,*hlahtra-
1882,látur,fao,268,*hlahtra-
1883,hleahtor,ang,268,*hlahtra-
1884,laughter,eng,268,*hlahtra-
1885,lahtar,goh,268,*hlahtra-
1886,lahter,gmh,268,*hlahtra-
1887,us-hlaupan,got,269,*hluppōn
1888,hlaupa,non,269,*hluppōn
1889,leypa,fao,269,*hluppōn
1890,lopa,ovd,269,*hluppōn
1891,hlēapan,ang,269,*hluppōn
1892,leap,eng,269,*hluppōn
1893,hlāpa,ofs,269,*hluppōn
1894,hlōpan,osx,269,*hluppōn
1895,lopen,nld,269,*hluppōn
1896,loufan,goh,269,*hluppōn
1897,laufen,deu,269,*hluppōn
1898,hlūd,ang,270,*hlūda-
1899,loud,eng,270,*hlūda-
1900,hlūd,ofs,270,*hlūda-
1901,lûd,fry,270,*hlūda-
1902,hlūd,osx,270,*hlūda-
1903,luid,nld,270,*hlūda-
1904,lūt,goh,270,*hlūda-
1905,laut,deu,270,*hlūda-
1906,nakki,fao,271,*hnekkan-
1907,nakke,ovd,271,*hnekkan-
1908,hnecca,ang,271,*hnekkan-
1909,neck,eng,271,*hnekkan-
1910,hnekka,ofs,271,*hnekkan-
1911,nec,odt,271,*hnekkan-
1912,nek,nld,271,*hnekkan-
1913,nack,goh,271,*hnekkan-
1914,Nacken,deu,271,*hnekkan-
1915,hnakki,non,271,*hnekkan-
1916,hōn,osx,272,*hōniz-
1917,hoen,nld,272,*hōniz-
1918,huon,goh,272,*hōniz-
1919,Huhn,deu,272,*hōniz-
1920,hrains,got,273,*hrinan-
1921,hreinn,non,273,*hrinan-
1922,reinur,fao,273,*hrinan-
1923,rien,ovd,273,*hrinan-
1924,hrēni,osx,273,*hrinan-
1925,rein,nld,273,*hrinan-
1926,reini,goh,273,*hrinan-
1927,rein,deu,273,*hrinan-
1928,rao,goh,274,*hrawa-
1929,roh,deu,274,*hrawa-
1930,hrár,non,274,*hrawa-
1931,ráur,fao,274,*hrawa-
1932,rå(r),ovd,274,*hrawa-
1933,hræw,ang,274,*hrawa-
1934,raw,eng,274,*hrawa-
1935,rauw,nld,274,*hrawa-
1936,hrīm,ang,275,*hrīman-
1937,rime,eng,275,*hrīman-
1938,hrīpo,osx,275,*hrīman-
1939,rijp,nld,275,*hrīman-
1940,rīfo,goh,275,*hrīman-
1941,Reif,deu,275,*hrīman-
1942,hringr,non,276,*hringa-
1943,ringur,fao,276,*hringa-
1944,ringg,ovd,276,*hringa-
1945,hring,ang,276,*hringa-
1946,ring,eng,276,*hringa-
1947,hring,ofs,276,*hringa-
1948,hring,osx,276,*hringa-
1949,ring,nld,276,*hringa-
1950,ring,goh,276,*hringa-
1951,rinc,gmh,276,*hringa-
1952,Ring,deu,276,*hringa-
1953,roef,nld,277,*hrōfa-
1954,hróf,non,277,*hrōfa-
1955,roof,eng,277,*hrōfa-
1956,hrōm,osx,278,*hrōma-
1957,roem,enld,278,*hrōma-
1958,ruom,goh,278,*hrōma-
1959,Ruhm,deu,278,*hrōma-
1960,rütteln,deu,279,*hrudjan-
1961,rütten,gmh,279,*hrudjan-
1962,holt,non,280,*hulta-
1963,ult,ovd,280,*hulta-
1964,holt,osx,280,*hulta-
1965,hout,nld,280,*hulta-
1966,holz,goh,280,*hulta-
1967,Holz,deu,280,*hulta-
1968,hunangur,fao,281,*hunanga-
1969,hunagh,oswe,281,*hunanga-
1970,onungg,ovd,281,*hunanga-
1971,honey,eng,281,*hunanga-
1972,honig,osx,281,*hunanga-
1973,honing,nld,281,*hunanga-
1974,Honig,deu,281,*hunanga-
1975,hund,got,282,*hunda-
1976,hundr,non,283,*hunda-
1977,hundur,fao,283,*hunda-
1978,hunt,ang,283,*hunda-
1979,hound,eng,283,*hunda-
1980,hund,ofs,283,*hunda-
1981,hund,osx,283,*hunda-
1982,hond,nld,283,*hunda-
1983,hunt,goh,283,*hunda-
1984,hunt,gmh,283,*hunda-
1985,Hund,deu,283,*hunda-
1986,huhrus,got,284,*hungru-
1987,hungor,ang,284,*hungru-
1988,hunger,eng,284,*hungru-
1989,hunger,ofs,284,*hungru-
1990,hungar,osx,284,*hungru-
1991,honger,nld,284,*hungru-
1992,hungar,goh,284,*hungru-
1993,Hunger,deu,284,*hungru-
1994,huntian,ang,285,*huntōn-
1995,hunt,eng,285,*huntōn-
1996,hūfo,goh,286,*hūpan-
1997,Haufen,deu,286,*hūpan-
1998,horen,nld,287,*hurna-
1999,horn,goh,287,*hurna-
2000,Horn,deu,287,*hurna-
2001,haurn,got,287,*hurna-
2002,horn,non,287,*hurna-
2003,horn,fao,287,*hurna-
2004,uonn,ovd,287,*hurna-
2005,horn,eng,287,*hurna-
2006,hurra,fao,288,*hurzōn-
2007,hurre,nob,288,*hurzōn-
2008,hurry,eng,288,*hurzōn-
2009,hurren,gmh,288,*hurzōn-
2010,house,eng,289,*hūsa-
2011,hūs,ofs,289,*hūsa-
2012,hūs,osx,289,*hūsa-
2013,huis,nld,289,*hūsa-
2014,hūs,goh,289,*hūsa-
2015,Haus,deu,289,*hūsa-
2016,-hus,got,289,*hūsa-
2017,hús,non,289,*hūsa-
2018,hús,fao,289,*hūsa-
2019,aus,ovd,289,*hūsa-
2020,hūs,ang,289,*hūsa-
2021,ƕas,got,290,*hwa-
2022,ƕata,got,290,*hwa-
2023,hvat,non,290,*hwa-
2024,hwā,ang,290,*hwa-
2025,hwæt,ang,290,*hwa-
2026,who,eng,290,*hwa-
2027,hwē,osx,290,*hwa-
2028,hwat,osx,290,*hwa-
2029,wie,nld,290,*hwa-
2030,wat,nld,290,*hwa-
2031,wer,goh,290,*hwa-
2032,waz,goh,290,*hwa-
2033,wer,deu,290,*hwa-
2034,was,deu,290,*hwa-
2035,ƕar,got,291,*hwar
2036,hvar,non,291,*hwar
2037,hvar,fao,291,*hwar
2038,war,ovd,291,*hwar
2039,hwār,ang,291,*hwar
2040,where,eng,291,*hwar
2041,hwār,ofs,291,*hwar
2042,hwar,osx,291,*hwar
2043,waar,nld,291,*hwar
2044,wā,goh,291,*hwar
2045,wo,deu,291,*hwar
2046,ƕeits,got,292,*hwīta-
2047,hvítr,non,292,*hwīta-
2048,hvítur,fao,292,*hwīta-
2049,wait,ovd,292,*hwīta-
2050,hwīt,ang,292,*hwīta-
2051,white,eng,292,*hwīta-
2052,(h)w˘īt,ofs,292,*hwīta-
2053,hwīt,osx,292,*hwīta-
2054,wit,nld,292,*hwīta-
2055,wīz,goh,292,*hwīta-
2056,weiß,deu,292,*hwīta-
2057,hósti,non,293,*hwōstan-
2058,hwōsta,ang,293,*hwōstan-
2059,hoest,nld,293,*hwōstan-
2060,huosto,goh,293,*hwōstan-
2061,huoste,gmh,293,*hwōstan-
2062,Husten,deu,293,*hwōstan-
2063,is,got,294,*i-
2064,hij,nld,294,*i-
2065,er,goh,294,*i-
2066,er,deu,294,*i-
2067,īlian,osx,295,*īljan-
2068,īlen,dum,295,*īljan-
2069,ijlen,nld,295,*īljan-
2070,īllan,goh,295,*īljan-
2071,eilen,deu,295,*īljan-
2072,in,ang,296,*in(i)
2073,in,eng,296,*in(i)
2074,in,osx,296,*in(i)
2075,in,nld,296,*in(i)
2076,in,goh,296,*in(i)
2077,in,deu,296,*in(i)
2078,in,got,296,*in(i)
2079,í,non,296,*in(i)
2080,í,fao,296,*in(i)
2081,i,ovd,296,*in(i)
2082,inna,got,297,*innai
2083,inni,non,297,*innai
2084,inne,ang,297,*innai
2085,in,eng,297,*innai
2086,inne,osx,297,*innai
2087,inni,goh,297,*innai
2088,inne,gmh,297,*innai
2089,īs,ang,298,*īsa-
2090,ice,eng,298,*īsa-
2091,īs,goh,298,*īsa-
2092,íss,non,298,*īsa-
2093,ísur,fao,298,*īsa-
2094,ais,ovd,298,*īsa-
2095,eisarn,got,299,*īsarna-
2096,ísarn,non,299,*īsarna-
2097,īsern,ang,299,*īsarna-
2098,īsarn,osx,299,*īsarna-
2099,īser,dum,299,*īsarna-
2100,ijzer,nld,299,*īsarna-
2101,īsarn,goh,299,*īsarna-
2102,Eisen,deu,299,*īsarna-
2103,jagon,osx,300,*jakk
2104,jacken,wep,300,*jakk
2105,jacken,enld,300,*jakk
2106,jagen,nld,300,*jakk
2107,jakkeren,nld,300,*jakk
2108,jagōn,goh,300,*jakk
2109,jagen,deu,300,*jakk
2110,jacken,pfl,300,*jakk
2111,jackern,pfl,300,*jakk
2112,jaar,nld,301,*jēra-
2113,jar,goh,301,*jēra-
2114,Jahr,deu,301,*jēra-
2115,jer,got,301,*jēra-
2116,ár,non,301,*jēra-
2117,jēr,ofs,301,*jēra-
2118,jār,osx,301,*jēra-
2119,juggs,got,302,*junga-
2120,ungr,non,302,*junga-
2121,ungur,fao,302,*junga-
2122,ungg,ovd,302,*junga-
2123,geong,ang,302,*junga-
2124,young,eng,302,*junga-
2125,jung,ofs,302,*junga-
2126,jung,osx,302,*junga-
2127,jong,nld,302,*junga-
2128,jung,goh,302,*junga-
2129,jung,deu,302,*junga-
2130,g˘ē,ang,303,*jūz
2131,ī,ofs,303,*jūz
2132,˘ī,osx,303,*jūz
2133,jij,nld,303,*jūz
2134,ir,goh,303,*jūz
2135,ihr,deu,303,*jūz
2136,jus,got,303,*jūz
2137,ér,non,303,*jūz
2138,kalds,got,304,*kalda-
2139,kaldr,non,304,*kalda-
2140,kaldur,fao,304,*kalda-
2141,kold,ovd,304,*kalda-
2142,ceald,ang,304,*kalda-
2143,cold,eng,304,*kalda-
2144,kald,osx,304,*kalda-
2145,koud,nld,304,*kalda-
2146,kalt,goh,304,*kalda-
2147,kalt,deu,304,*kalda-
2148,kalla,non,305,*kalzōjan-
2149,kalla,fao,305,*kalzōjan-
2150,kolla,ovd,305,*kalzōjan-
2151,ceallian,ang,305,*kalzōjan-
2152,call,eng,305,*kalzōjan-
2153,kallen,nld-dia,305,*kalzōjan-
2154,kallōn,goh,305,*kalzōjan-
2155,kallen,gmh,305,*kalzōjan-
2156,kambr,non,306,*kamba-
2157,kambur,fao,306,*kamba-
2158,kamb,ovd,306,*kamba-
2159,camb,ang,306,*kamba-
2160,comb,eng,306,*kamba-
2161,kamb,osx,306,*kamba-
2162,kam,nld,306,*kamba-
2163,kamb,goh,306,*kamba-
2164,Kamm,deu,306,*kamba-
2165,kemba,non,307,*kamjan-
2166,kemba,fao,307,*kamjan-
2167,kemba,ovd,307,*kamjan-
2168,cemban,ang,307,*kamjan-
2169,kembian,osx,307,*kamjan-
2170,kemben,goh,307,*kamjan-
2171,kämmen,deu,307,*kamjan-
2172,kannjan-,got,308,*kannjan-
2173,kenna,non,308,*kannjan-
2174,kenna,fao,308,*kannjan-
2175,kenna,ovd,308,*kannjan-
2176,cennan,ang,308,*kannjan-
2177,kenna,fry,308,*kannjan-
2178,ant-kennian,osx,308,*kannjan-
2179,kennan,odt,308,*kannjan-
2180,kennen,nld,308,*kannjan-
2181,ar-kennan,goh,308,*kannjan-
2182,kennen,gmh,308,*kannjan-
2183,ceole,ang,309,*kelōn-
2184,keel,nld,309,*kelōn-
2185,kela,goh,309,*kelōn-
2186,Kehle,deu,309,*kelōn-
2187,chimbe,eng,310,*kimbōn-
2188,kimme,dum,310,*kimbōn-
2189,kim,nld,310,*kimbōn-
2190,kim,nld-dia,310,*kimbōn-
2191,kind,nob,311,*kinϸa-
2192,kind,ofs,311,*kinϸa-
2193,kind,osx,311,*kinϸa-
2194,kind,nld,311,*kinϸa-
2195,kind,goh,311,*kinϸa-
2196,Kind,deu,311,*kinϸa-
2197,clǣne,ang,312,klīnjan-
2198,clean,eng,312,klīnjan-
2199,cleine,dum,312,klīnjan-
2200,klein,nld,312,klīnjan-
2201,kleini,goh,312,klīnjan-
2202,klein,deu,312,klīnjan-
2203,clōð,ang,313,*klaiþa-
2204,cloth,eng,313,*klaiþa-
2205,klāth,ofs,313,*klaiþa-
2206,klaad,fry,313,*klaiþa-
2207,kleed,nld,313,*klaiþa-
2208,kleid,goh,313,*klaiþa-
2209,Kleid,deu,313,*klaiþa-
2210,clǣg,ang,314,*klajja-
2211,clay,eng,314,*klajja-
2212,klai,ofs,314,*klajja-
2213,klaai,fry,314,*klajja-
2214,klei,nld,314,*klajja-
2215,clifian,ang,315,*klibēn-
2216,cleave,eng,315,*klibēn-
2217,kliƀon,osx,315,*klibēn-
2218,kleven,enld,315,*klibēn-
2219,klebēn,goh,315,*klibēn-
2220,kleben,deu,315,*klibēn-
2221,climban,ang,316,*klimman-
2222,climb,eng,316,*klimman-
2223,climmen,dum,316,*klimman-
2224,klimmen,nld,316,*klimman-
2225,klimban,goh,316,*klimman-
2226,klimmen,gmh,316,*klimman-
2227,klimmen,deu,316,*klimman-
2228,klingga,ovd,317,*klingan-
2229,clink,eng,317,*klingan-
2230,klinga,ofs,317,*klingan-
2231,klingen,gml,317,*klingan-
2232,clingen,dum,317,*klingan-
2233,klinken,nld,317,*klingan-
2234,klingan,goh,317,*klingan-
2235,klingen,deu,317,*klingan-
2236,kniu,got,318,*knewa-
2237,knæ,fao,318,*knewa-
2238,kni,ovd,318,*knewa-
2239,cnēo(w),ang,318,*knewa-
2240,knio,osx,318,*knewa-
2241,knie,nld,318,*knewa-
2242,kneo,goh,318,*knewa-
2243,Knie,deu,318,*knewa-
2244,cnoke,dum,319,*knukō
2245,knoche,gmh,319,*knukō
2246,Knochen,deu,319,*knukō
2247,knútr,non,320,knūþō
2248,hnúði,isl,320,knūþō
2249,knútur,fao,320,knūþō
2250,cnotta,ang,320,knūþō
2251,knot,eng,320,knūþō
2252,knot,nld,320,knūþō
2253,knodo,goh,320,knūþō
2254,Knoten,deu,320,knūþō
