ID,form,lang_id,homologue_set_id,PGer
2255,kýr,non,321,*kō-
2256,kúgv,fao,321,*kō-
2257,tjyr,ovd,321,*kō-
2258,cū,ang,321,*kō-
2259,cow,eng,321,*kō-
2260,kū,ofs,321,*kō-
2261,ko,fry,321,*kō-
2262,kuu,stq,321,*kō-
2263,kō,osx,321,*kō-
2264,koe,nld,321,*kō-
2265,kuo,goh,321,*kō-
2266,Kuh,deu,321,*kō-
2267,cōl,ang,322,*kōlu-
2268,cool,eng,322,*kōlu-
2269,coele,dum,322,*kōlu-
2270,koel,nld,322,*kōlu-
2271,kuoli,goh,322,*kōlu-
2272,kühl,deu,322,*kōlu-
2273,krǫftr,non,323,*kraftu-
2274,cræft,ang,323,*kraftu-
2275,craft,eng,323,*kraftu-
2276,kracht,nld,323,*kraftu-
2277,craue,enm,324,*kragan-
2278,craw,eng,324,*kragan-
2279,crage,dum,324,*kragan-
2280,kraag,nld,324,*kragan-
2281,krage,gmh,324,*kragan-
2282,Kragen,deu,324,*kragan-
2283,trani,non,325,*kran[aō]n-
2284,trana,non,325,*kran[aō]n-
2285,trani,fao,325,*kran[aō]n-
2286,trånå,ovd,325,*kran[aō]n-
2287,cran,ang,325,*kran[aō]n-
2288,crane,eng,325,*kran[aō]n-
2289,krano,osx,325,*kran[aō]n-
2290,krane,gmh,325,*kran[aō]n-
2291,Krahn,deu,325,*kran[aō]n-
2292,krangr,non,326,*kranga-
2293,cranc,dum,326,*kranga-
2294,krang,nld,326,*kranga-
2295,krank,gmh,326,*kranga-
2296,krank,deu,326,*kranga-
2297,krjúpa,non,327,*kreupan-
2298,krúpa,fao,327,*kreupan-
2299,kriuopa,ovd,327,*kreupan-
2300,crēopan,ang,327,*kreupan-
2301,creep,eng,327,*kreupan-
2302,crupen,dum,327,*kreupan-
2303,kruipen,nld,327,*kreupan-
2304,kriofan,goh,327,*kreupan-
2305,krūfen,gmh,327,*kreupan-
2306,krufen,deu-rhn,327,*kreupan-
2307,kool,nld,328,*kula-
2308,kol,goh,328,*kula-
2309,kol,gmh,328,*kula-
2310,kol,fao,328,*kula-
2311,kuol,ovd,328,*kula-
2312,col,ang,328,*kula-
2313,coal,eng,328,*kula-
2314,konungr,non,329,kunja-
2315,kongur,fao,329,kunja-
2316,kunungg,ovd,329,kunja-
2317,cyning,ang,329,kunja-
2318,king,eng,329,kunja-
2319,kening,ofs,329,kunja-
2320,kuning,osx,329,kunja-
2321,koning,nld,329,kunja-
2322,kuning,goh,329,kunja-
2323,König,deu,329,kunja-
2324,kunnan,got,330,*kunnan-
2325,kunna,non,330,*kunnan-
2326,kunna,fao,330,*kunnan-
2327,kunna,ovd,330,*kunnan-
2328,cunnan,ang,330,*kunnan-
2329,can,eng,330,*kunnan-
2330,kunnan,osx,330,*kunnan-
2331,kunnen,nld,330,*kunnan-
2332,kunnan,goh,330,*kunnan-
2333,können,deu,330,*kunnan-
2334,kaurn,got,331,*kurna-
2335,korn,non,331,*kurna-
2336,korn,fao,331,*kurna-
2337,kuonn,ovd,331,*kurna-
2338,corn,ang,331,*kurna-
2339,corn,eng,331,*kurna-
2340,korn,osx,331,*kurna-
2341,koren,nld,331,*kurna-
2342,korn,goh,331,*kurna-
2343,Korn,deu,331,*kurna-
2344,cyssan,ang,332,*kussjan-
2345,kiss,eng,332,*kussjan-
2346,cussen,dum,332,*kussjan-
2347,kussen,nld,332,*kussjan-
2348,kussen,goh,332,*kussjan-
2349,küssen,deu,332,*kussjan-
2350,kyssa,non,332,*kussjan-
2351,qiman,got,333,*kweman-
2352,koma,non,333,*kweman-
2353,koma,fao,333,*kweman-
2354,kumå,ovd,333,*kweman-
2355,cuman,ang,333,*kweman-
2356,come,eng,333,*kweman-
2357,kuma,ofs,333,*kweman-
2358,kuman,osx,333,*kweman-
2359,komen,nld,333,*kweman-
2360,queman,goh,333,*kweman-
2361,kommen,deu,333,*kweman-
2362,lecgan,ang,334,*lagjan-
2363,lay,eng,334,*lagjan-
2364,leggian,osx,334,*lagjan-
2365,leggen,nld,334,*lagjan-
2366,lecken,goh,334,*lagjan-
2367,legen,deu,334,*lagjan-
2368,lagjan,got,334,*lagjan-
2369,leggja,non,334,*lagjan-
2370,leggja,fao,334,*lagjan-
2371,legga,ovd,334,*lagjan-
2372,bi-leiban,got,335,*līban-
2373,be-līfan,ang,335,*līban-
2374,bi-līva,ofs,335,*līban-
2375,bi-līƀan,osx,335,*līban-
2376,blijven,nld,335,*līban-
2377,bi-līban,goh,335,*līban-
2378,leifa,non,335,*līban-
2379,bleiben,deu,335,*līban-
2380,lǣfan,ang,335,*līban-
2381,leiva,fao,335,*līban-
2382,lēva,ofs,335,*līban-
2383,leiben,goh,335,*līban-
2384,lieva,ovd,335,*līban-
2385,leave,eng,335,*līban-
2386,leiða,non,336,*laidjan-
2387,leiða,fao,336,*laidjan-
2388,lieða,ovd,336,*laidjan-
2389,lǣdan,ang,336,*laidjan-
2390,lead,eng,336,*laidjan-
2391,lēda,ofs,336,*laidjan-
2392,lēdian,osx,336,*laidjan-
2393,leiden,nld,336,*laidjan-
2394,leiten,goh,336,*laidjan-
2395,leiten,deu,336,*laidjan-
2396,lēmo,osx,337,*laiman-
2397,leimo,goh,337,*laiman-
2398,Lehm,deu,337,*laiman-
2399,loam,eng,337,*laiman-
2400,lekka,ovd,338,*lakjan-
2401,leccan,ang,338,*lakjan-
2402,lecken,dum,338,*lakjan-
2403,lekken,nld,338,*lakjan-
2404,lecken,goh,338,*lakjan-
2405,lecken,deu,338,*lakjan-
2406,land,nld,339,*landa-
2407,lant,goh,339,*landa-
2408,Land,deu,339,*landa-
2409,land,got,339,*landa-
2410,land,non,339,*landa-
2411,land,fao,339,*landa-
2412,land,ovd,339,*landa-
2413,land,ang,339,*landa-
2414,land,eng,339,*landa-
2415,lond,ofs,339,*landa-
2416,land,osx,339,*landa-
2417,laggs,got,340,*langa-
2418,langr,non,340,*langa-
2419,langur,fao,340,*langa-
2420,laungg,ovd,340,*langa-
2421,lang,ang,340,*langa-
2422,long,eng,340,*langa-
2423,long,ofs,340,*langa-
2424,lang,osx,340,*langa-
2425,lang,nld,340,*langa-
2426,lang,goh,340,*langa-
2427,lang,deu,340,*langa-
2428,lats,got,341,*lata-
2429,latr,non,341,*lata-
2430,latur,fao,341,*lata-
2431,lat,ovd,341,*lata-
2432,læt,ang,341,*lata-
2433,late,eng,341,*lata-
2434,let,ofs,341,*lata-
2435,lat,osx,341,*lata-
2436,laat,nld,341,*lata-
2437,laz,goh,341,*lata-
2438,lov,ovd,342,*lauba-
2439,lēaf,ang,342,*lauba-
2440,leaf,eng,342,*lauba-
2441,lāf,ofs,342,*lauba-
2442,lōf,osx,342,*lauba-
2443,loof,nld,342,*lauba-
2444,loub,goh,342,*lauba-
2445,Laub,deu,342,*lauba-
2446,lauf,got,342,*lauba-
2447,lauf,non,342,*lauba-
2448,leyv,fao,342,*lauba-
2449,lead,eng,343,*lauda-
2450,lād,ofs,343,*lauda-
2451,lood,nld,343,*lauda-
2452,lēad,ang,343,*lauda-
2453,ligan,got,344,*leg(j)an-
2454,liggja,non,344,*leg(j)an-
2455,liggja,fao,344,*leg(j)an-
2456,ligga,ovd,344,*leg(j)an-
2457,licgan,ang,344,*leg(j)an-
2458,lie,eng,344,*leg(j)an-
2459,lidza,ofs,344,*leg(j)an-
2460,liggian,osx,344,*leg(j)an-
2461,liggen,nld,344,*leg(j)an-
2462,lickan,goh,344,*leg(j)an-
2463,liegen,deu,344,*leg(j)an-
2464,lippa,ofs,345,*lepjan-
2465,lip,nld,345,*lepjan-
2466,lippa,ang,345,*lepjan-
2467,lip,eng,345,*lepjan-
2468,lisan,got,346,*lesan-
2469,lesa,non,346,*lesan-
2470,lesan,ang,346,*lesan-
2471,lease,eng,346,*lesan-
2472,lesan,osx,346,*lesan-
2473,lezen,nld,346,*lesan-
2474,lesan,goh,346,*lesan-
2475,lesen,deu,346,*lesan-
2476,laten,nld,347,*lētan-
2477,lāzan,goh,347,*lētan-
2478,lassen,deu,347,*lētan-
2479,letan,got,347,*lētan-
2480,láta,non,347,*lētan-
2481,láta,fao,347,*lētan-
2482,lǣtan,ang,347,*lētan-
2483,let,eng,347,*lētan-
2484,lēta,ofs,347,*lētan-
2485,lātan,osx,347,*lētan-
2486,liufs,got,348,*leuba-
2487,ljúfr,non,348,*leuba-
2488,lēof,ang,348,*leuba-
2489,liof,osx,348,*leuba-
2490,lief,nld,348,*leuba-
2491,liub,goh,348,*leuba-
2492,lieb,deu,348,*leuba-
2493,ljúga,non,349,*leugan-
2494,lúgva,fao,349,*leugan-
2495,liuoga,ovd,349,*leugan-
2496,lēogan,ang,349,*leugan-
2497,liāga,ofs,349,*leugan-
2498,liogan,osx,349,*leugan-
2499,liegen,nld,349,*leugan-
2500,liugan,goh,349,*leugan-
2501,lügen,deu,349,*leugan-
2502,lie,eng,349,*leugan-
2503,liugan,got,349,*leugan-
2504,lēoht,ang,350,*leuhada-
2505,light,eng,350,*leuhada-
2506,liācht,ofs,350,*leuhada-
2507,ljocht,fry,350,*leuhada-
2508,lioht,osx,350,*leuhada-
2509,licht,nld,350,*leuhada-
2510,lioht,goh,350,*leuhada-
2511,Licht,deu,350,*leuhada-
2512,laiv,ovd,351,*lība-
2513,līf,ang,351,*lība-
2514,life,eng,351,*lība-
2515,līf,ofs,351,*lība-
2516,līf,osx,351,*lība-
2517,lijf,nld,351,*lība-
2518,líf,non,351,*lība-
2519,lív,fao,351,*lība-
2520,lebēn,goh,352,*libēn-
2521,leben,deu,352,*libēn-
2522,liban,got,352,*libēn-
2523,lifa,non,352,*libēn-
2524,liva,fao,352,*libēn-
2525,livå,ovd,352,*libēn-
2526,libban,ang,352,*libēn-
2527,live,eng,352,*libēn-
2528,libba,ofs,352,*libēn-
2529,libbian,osx,352,*libēn-
2530,leven,nld,352,*libēn-
2531,lifr,non,353,*librō-
2532,livur,fao,353,*librō-
2533,liver,oswe,353,*librō-
2534,lyr,ovd,353,*librō-
2535,lifer,ang,353,*librō-
2536,liver,eng,353,*librō-
2537,livere,ofs,353,*librō-
2538,lever,nld,353,*librō-
2539,libara,goh,353,*librō-
2540,Leber,deu,353,*librō-
2541,glíkr,non,354,*līka-
2542,líkur,fao,354,*līka-
2543,laik,ovd,354,*līka-
2544,like,eng,354,*līka-
2545,gleich,deu,354,*līka-
2546,liccian,ang,355,*likkōn-
2547,lick,eng,355,*likkōn-
2548,likkon,osx,355,*likkōn-
2549,likken,nld,355,*likkōn-
2550,leckōn,goh,355,*likkōn-
2551,lecken,deu,355,*likkōn-
2552,lecker,dum,356,*likkra-
2553,lekker,nld,356,*likkra-
2554,lecker,gmh,356,*likkra-
2555,lecker,deu,356,*likkra-
2556,limr,non,357,*limu-
2557,limur,fao,357,*limu-
2558,limb,eng,357,*limu-
2559,gi-lingan,goh,358,*lingwan-
2560,lingen,gmh,358,*lingwan-
2561,ge-lingen,deu,358,*lingwan-
2562,lof,non,359,*luba-
2563,lov,fao,359,*luba-
2564,luv,ovd,359,*luba-
2565,lof,ang,359,*luba-
2566,lof,ofs,359,*luba-
2567,lof,nld,359,*luba-
2568,lob,goh,359,*luba-
2569,Lob,deu,359,*luba-
2570,luftus,got,360,*luftu-
2571,lucht,nld,360,*luftu-
2572,lygn,fao,361,*luginō-
2573,lyngen,ovd,361,*luginō-
2574,lygen,ang,361,*luginō-
2575,leine,ofs,361,*luginō-
2576,lugina,osx,361,*luginō-
2577,leugen,nld,361,*luginō-
2578,lugina,goh,361,*luginō-
2579,Lüge,deu,361,*luginō-
2580,lokkr,non,362,*lukka-
2581,lokkur,fao,362,*lukka-
2582,loc,ang,362,*lukka-
2583,lock,eng,362,*lukka-
2584,lok,nld,362,*lukka-
2585,loc,goh,362,*lukka-
2586,lustus,got,363,*lustu-
2587,lust,ang,363,*lustu-
2588,lust,eng,363,*lustu-
2589,lust,nld,363,*lustu-
2590,magi,ovd,364,*magan-
2591,maga,ang,364,*magan-
2592,maw,eng,364,*magan-
2593,maga,ofs,364,*magan-
2594,maag,nld,364,*magan-
2595,mago,goh,364,*magan-
2596,Magen,deu,364,*magan-
2597,magi,non,364,*magan-
2598,magi,fao,364,*magan-
2599,mahts,got,365,*mahti-
2600,meaht,ang,365,*mahti-
2601,might,eng,365,*mahti-
2602,macht,ofs,365,*mahti-
2603,maht,osx,365,*mahti-
2604,macht,nld,365,*mahti-
2605,maht,goh,365,*mahti-
2606,Macht,deu,365,*mahti-
2607,mean,eng,366,*maina-
2608,mēna,ofs,367,*mainjan-
2609,mēnian,osx,367,*mainjan-
2610,menen,nld,367,*mainjan-
2611,meinen,goh,367,*mainjan-
2612,meinen,deu,367,*mainjan-
2613,mǣnian,ang,367,*mainjan-
2614,mean,eng,367,*mainjan-
2615,manags,got,368,*managa-
2616,mangr,non,368,*managa-
2617,mangur,fao,368,*managa-
2618,maung,ovd,368,*managa-
2619,manig,ang,368,*managa-
2620,many,eng,368,*managa-
2621,manich,ofs,368,*managa-
2622,mennich,fry,368,*managa-
2623,manag,osx,368,*managa-
2624,menig,nld,368,*managa-
2625,manag,goh,368,*managa-
2626,manch,deu,368,*managa-
2627,mengan,ang,369,*mangjan-
2628,mengia,ofs,369,*mangjan-
2629,mengian,osx,369,*mangjan-
2630,mengen,nld,369,*mangjan-
2631,mengen,goh,369,*mangjan-
2632,mengen,deu,369,*mangjan-
2633,manna,got,370,*mannan-
2634,maðr,non,370,*mannan-
2635,maður,fao,370,*mannan-
2636,mann(a),ang,370,*mannan-
2637,man,eng,370,*mannan-
2638,mon,ofs,370,*mannan-
2639,man,nld,370,*mannan-
2640,man,goh,370,*mannan-
2641,Mann,deu,370,*mannan-
2642,marr,non,371,*mari-
2643,mar-,fao,371,*mari-
2644,mere,ang,371,*mari-
2645,mar,ofs,371,*mari-
2646,meer,nld,371,*mari-
2647,meri,goh,371,*mari-
2648,Meer,deu,371,*mari-
2649,mats,got,372,*mati-
2650,matr,non,372,*mati-
2651,matur,fao,372,*mati-
2652,mat,ovd,372,*mati-
2653,mete,ang,372,*mati-
2654,meat,eng,372,*mati-
2655,mete,ofs,372,*mati-
2656,miþ,got,373,*medi
2657,með,non,373,*medi
2658,mid,ang,373,*medi
2659,mith,ofs,373,*medi
2660,mid,osx,373,*medi
2661,met,nld,373,*medi
2662,mit,goh,373,*medi
2663,mit,deu,373,*medi
2664,mole,eng,374,*mēla-
2665,mel,got,374,*mēla-
2666,mál,non,374,*mēla-
2667,mǣl,ang,374,*mēla-
2668,meal,eng,374,*mēla-
2669,mæl,dum,374,*mēla-
2670,maal,nld,374,*mēla-
2671,māl,goh,374,*mēla-
2672,Mal,deu,374,*mēla-
2673,Mahl,deu,374,*mēla-
2674,meltan,ang,375,*meltan-
2675,melt,eng,375,*meltan-
2676,melten,dum,375,*meltan-
2677,miluks,got,376,*mel(u)kan-
2678,mjǫlk,non,376,*mel(u)kan-
2679,mjólk,isl,376,*mel(u)kan-
2680,mjólk,fao,376,*mel(u)kan-
2681,mjok,ovd,376,*mel(u)kan-
2682,meoloc,ang,376,*mel(u)kan-
2683,milk,eng,376,*mel(u)kan-
2684,melok,ofs,376,*mel(u)kan-
2685,miluk,osx,376,*mel(u)kan-
2686,melc,dum,376,*mel(u)kan-
2687,miluh,goh,376,*mel(u)kan-
2688,Milch,deu,376,*mel(u)kan-
2689,melcan,ang,377,*mel(u)kan-
2690,melka,ofs,377,*mel(u)kan-
2691,melken,nld,377,*mel(u)kan-
2692,melkan,goh,377,*mel(u)kan-
2693,melken,deu,377,*mel(u)kan-
2694,mena,got,378,*mēnan-
2695,máni,non,378,*mēnan-
2696,máni,fao,378,*mēnan-
2697,mōna,ang,378,*mēnan-
2698,moon,eng,378,*mēnan-
2699,mōna,ofs,378,*mēnan-
2700,māno,osx,378,*mēnan-
2701,maan,nld,378,*mēnan-
2702,māno,goh,378,*mēnan-
2703,Mond,deu,378,*mēnan-
2704,mánaðr,non,379,*mēnōþ-
2705,mánaður,isl,379,*mēnōþ-
2706,mánaður,fao,379,*mēnōþ-
2707,mōnað,ang,379,*mēnōþ-
2708,month,eng,379,*mēnōþ-
2709,mōnath,ofs,379,*mēnōþ-
2710,maand,nld,379,*mēnōþ-
2711,mānōd,goh,379,*mēnōþ-
2712,Monat,deu,379,*mēnōþ-
2713,menoþs,got,379,*mēnōþ-
2714,mitan,got,380,*metan-
2715,meta,non,380,*metan-
2716,metan,ang,380,*metan-
2717,meta,ofs,380,*metan-
2718,mjitte,fry,380,*metan-
2719,metan,dum,380,*metan-
2720,meten,nld,380,*metan-
2721,mezzan,goh,380,*metan-
2722,messen,deu,380,*metan-
2723,muoter,goh,381,*mōder-
2724,Mutter,deu,381,*mōder-
2725,móðir,non,381,*mōder-
2726,móðir,fao,381,*mōder-
2727,mōdor,ang,381,*mōder-
2728,mother,eng,381,*mōder-
2729,mōder,ofs,381,*mōder-
2730,mōdar,osx,381,*mōder-
2731,moeder,nld,381,*mōder-
2732,mōr,ang,382,*mōra-
2733,moor,eng,382,*mōra-
2734,moer,dum,382,*mōra-
2735,muor,goh,382,*mōra-
2736,Moor,deu,382,*mōra-
2737,moe,nld,383,*mōjan-
2738,muodi,goh,383,*mōjan-
2739,müde,deu,383,*mōjan-
2740,móðr,non,383,*mōjan-
2741,móður,fao,383,*mōjan-
2742,mēðe,ang,383,*mōjan-
2743,mōthi,osx,383,*mōjan-
2744,magan,got,384,*mugan-
2745,mega,non,384,*mugan-
2746,mega,fao,384,*mugan-
2747,magan,ang,384,*mugan-
2748,may,eng,384,*mugan-
2749,muga,ofs,384,*mugan-
2750,mugan,osx,384,*mugan-
2751,mogen,nld,384,*mugan-
2752,magan,goh,384,*mugan-
2753,mögen,deu,384,*mugan-
2754,mynd,non,385,*mundi-
2755,mynd,fao,385,*mundi-
2756,mind,eng,385,*mundi-
2757,mūth,ofs,386,*munþa-
2758,mūth,osx,386,*munþa-
2759,mond,nld,386,*munþa-
2760,mund,goh,386,*munþa-
2761,Mund,deu,386,*munþa-
2762,munþs,got,386,*munþa-
2763,munnr,non,386,*munþa-
2764,munnur,fao,386,*munþa-
2765,munn,ovd,386,*munþa-
2766,mūþ,ang,386,*munþa-
2767,mouth,eng,386,*munþa-
2768,maurgins,got,387,*murge
2769,myrginn,non,387,*murge
2770,morgunn,isl,387,*murge
2771,morgun,fao,387,*murge
2772,morghon,oswe,387,*murge
2773,morgun,ovd,387,*murge
2774,mergen,ang,387,*murge
2775,morn,ofs,387,*murge
2776,moarn,fry,387,*murge
2777,māiden,stq,387,*murge
2778,morgan,osx,387,*murge
2779,morgan,odt,387,*murge
2780,morgen,nld,387,*murge
2781,morgan,goh,387,*murge
2782,Morgen,deu,387,*murge
2783,mús,fao,388,*mūs-
2784,maus,ovd,388,*mūs-
2785,mūs,ang,388,*mūs-
2786,mouse,eng,388,*mūs-
2787,mūs,ofs,388,*mūs-
2788,mûs,fry,388,*mūs-
2789,mūs,osx,388,*mūs-
2790,muis,nld,388,*mūs-
2791,mūs,goh,388,*mūs-
2792,Maus,deu,388,*mūs-
2793,mús,non,388,*mūs-
2794,mygga,oswe,389,*muwī-
2795,mycge,ang,389,*muwī-
2796,midge,eng,389,*muwī-
2797,mich,fry,389,*muwī-
2798,määge,stq,389,*muwī-
2799,mug,nld,389,*muwī-
2800,mucka,goh,389,*muwī-
2801,Mücke,deu,389,*muwī-
2802,navel,nld,390,*nablan-
2803,nabalo,goh,390,*nablan-
2804,Nabel,deu,390,*nablan-
2805,nafli,non,390,*nablan-
2806,nalvi,fao,390,*nablan-
2807,navel,ovd,390,*nablan-
2808,nafela,ang,390,*nablan-
2809,navel,eng,390,*nablan-
2810,naula,ofs,390,*nablan-
2811,nagl,non,391,*nagl-
2812,naglur,fao,391,*nagl-
2813,nagel,ovd,391,*nagl-
2814,nægel,ang,391,*nagl-
2815,nail,eng,391,*nagl-
2816,neil,ofs,391,*nagl-
2817,nagal,osx,391,*nagl-
2818,nagel,nld,391,*nagl-
2819,nagal,goh,391,*nagl-
2820,Nagel,deu,391,*nagl-
2821,næht,ang,392,*naht-
2822,night,eng,392,*naht-
2823,nacht,ofs,392,*naht-
2824,naht,osx,392,*naht-
2825,nacht,nld,392,*naht-
2826,naht,goh,392,*naht-
2827,Nacht,deu,392,*naht-
2828,nahts,got,392,*naht-
2829,n´ǫtt,non,392,*naht-
2830,nótt,isl,392,*naht-
2831,nátt,fao,392,*naht-
2832,n˚ąt,ovd,392,*naht-
2833,naqaþs,got,393,*nakwe
2834,nøkkviðr,non,393,*nakwe
2835,nakuþer,oswe,393,*nakwe
2836,nacod,ang,393,*nakwe
2837,naked,eng,393,*nakwe
2838,naked,ofs,393,*nakwe
2839,naket,dum,393,*nakwe
2840,naakt,nld,393,*nakwe
2841,nackot,goh,393,*nakwe
2842,nacket,gmh,393,*nakwe
2843,nackt,deu,393,*nakwe
2844,namo,got,394,*namōn-
2845,nafn,non,394,*namōn-
2846,navn,fao,394,*namōn-
2847,nammen,ovd,394,*namōn-
2848,name,eng,394,*namōn-
2849,naam,nld,394,*namōn-
2850,nare,dum,395,*narwa-
2851,naar,nld,395,*narwa-
2852,nearu,ang,395,*narwa-
2853,narrow,eng,395,*narwa-
2854,near,fry,395,*narwa-
2855,naro,osx,395,*narwa-
2856,nǫs,non,396,*nasō-
2857,nøs,fao,396,*nasō-
2858,nosu,ang,396,*nasō-
2859,nose,eng,396,*nasō-
2860,nose,ofs,396,*nasō-
2861,neus,nld,396,*nasō-
2862,nasa,goh,396,*nasō-
2863,Nase,deu,396,*nasō-
2864,naz,goh,397,*nata-
2865,nass,deu,397,*nata-
2866,nat,odt,397,*nata-
2867,nat,nld,397,*nata-
2868,net,ang,398,*natja-
2869,net,eng,398,*natja-
2870,netti,osx,398,*natja-
2871,net,nld,398,*natja-
2872,nezzi,goh,398,*natja-
2873,Netz,deu,398,*natja-
2874,nati,got,398,*natja-
2875,net,non,398,*natja-
2876,net,fao,398,*natja-
2877,nęt,ovd,398,*natja-
2878,nāan,goh,399,*nēan-
2879,nevil,ofs,400,*nebala-
2880,neƀal,osx,400,*nebala-
2881,nevel,nld,400,*nebala-
2882,nebul,goh,400,*nebala-
2883,Nebel,deu,400,*nebala-
2884,niman,got,401,*neman-
2885,nema,non,401,*neman-
2886,nema,fao,401,*neman-
2887,niman,ang,401,*neman-
2888,niman,ofs,401,*neman-
2889,neman,osx,401,*neman-
2890,nemen,nld,401,*neman-
2891,neman,goh,401,*neman-
2892,nehmen,deu,401,*neman-
2893,ga-nisan,got,402,*nesan-
2894,nesan,ang,402,*nesan-
2895,gi-nesan,osx,402,*nesan-
2896,ge-nezen,nld,402,*nesan-
2897,gi-nesan,goh,402,*nesan-
2898,ge-nesen,deu,402,*nesan-
2899,nigh,eng,403,*nēhwa-
2900,nāh,goh,403,*nēhwa-
2901,neþla,got,404,*nēan-
2902,nál,non,404,*nēan-
2903,nál,fao,404,*nēan-
2904,n˚ąl,ovd,404,*nēan-
2905,nǣþl,ang,404,*nēan-
2906,needle,eng,404,*nēan-
2907,nēdle,ofs,404,*nēan-
2908,nāthla,osx,404,*nēan-
2909,nælde,dum,404,*nēan-
2910,naald,nld,404,*nēan-
2911,nādala,goh,404,*nēan-
2912,Nadel,deu,404,*nēan-
2913,niujis,got,405,*neuja-
2914,nýr,non,405,*neuja-
2915,nýggjur,fao,405,*neuja-
2916,ny(r),ovd,405,*neuja-
2917,nīwe,ang,405,*neuja-
2918,new,eng,405,*neuja-
2919,niuwi,osx,405,*neuja-
2920,nieuw,nld,405,*neuja-
2921,niuwi,goh,405,*neuja-
2922,neu,deu,405,*neuja-
2923,niun,got,406,*newun-
2924,níu,non,406,*newun-
2925,níggju,fao,406,*newun-
2926,niu,ovd,406,*newun-
2927,nigon,ang,406,*newun-
2928,nine,eng,406,*newun-
2929,niugun,ofs,406,*newun-
2930,nigun,osx,406,*newun-
2931,negen,nld,406,*newun-
2932,niun,goh,406,*newun-
2933,neun,deu,406,*newun-
2934,nest,ang,407,*nista-
2935,nest,eng,407,*nista-
2936,nest,nld,407,*nista-
2937,nest,goh,407,*nista-
2938,Nest,deu,407,*nista-
2939,nu,dum,408,*nū
2940,nu,nld,408,*nū
2941,n˘ū,goh,408,*nū
2942,nun,deu,408,*nū
2943,nu,got,408,*nū
2944,nú,non,408,*nū
2945,nú,fao,408,*nū
2946,núgv,fao,408,*nū
2947,nų,ovd,408,*nū
2948,nū,ang,408,*nū
2949,now,eng,408,*nū
2950,nū,ofs,408,*nū
2951,uover,gmh,409,*ōf(e)ra-
2952,Ufer,deu,409,*ōf(e)ra-
2953,ōfer,ang,409,*ōf(e)ra-
2954,oever,nld,409,*ōf(e)ra-
2955,pæð,ang,410,*paþa-
2956,path,eng,410,*paþa-
2957,path,ofs,410,*paþa-
2958,pat,dum,410,*paþa-
2959,pad,nld,410,*paþa-
2960,pfad,goh,410,*paþa-
2961,Pfad,deu,410,*paþa-
2962,rennen,goh,411,*rannjan-
2963,rennen,deu,411,*rannjan-
2964,renna,non,411,*rannjan-
2965,rennian,osx,411,*rannjan-
2966,rennen,nld,411,*rannjan-
2967,raþjo,got,412,*raþjōn-
2968,rethia,ofs,412,*raþjōn-
2969,rethia,osx,412,*raþjōn-
2970,red(e)a,goh,412,*raþjōn-
2971,Rede,deu,412,*raþjōn-
2972,rauþs,got,413,*rauda-
2973,rauðr,non,413,*rauda-
2974,reyður,fao,413,*rauda-
2975,roð,ovd,413,*rauda-
2976,rēad,ang,413,*rauda-
2977,red,eng,413,*rauda-
2978,rād,ofs,413,*rauda-
2979,rōd,osx,413,*rauda-
2980,rood,nld,413,*rauda-
2981,rōt,goh,413,*rauda-
2982,rot,deu,413,*rauda-
2983,rēk,ofs,414,*rauki-
2984,rōk,osx,414,*rauki-
2985,rook,nld,414,*rauki-
2986,rouh,goh,414,*rauki-
2987,Rauch,deu,414,*rauki-
2988,reykr,non,414,*rauki-
2989,roykur,fao,414,*rauki-
2990,räk,ovd,414,*rauki-
2991,rēc,ang,414,*rauki-
2992,raus,got,415,*rauza-
2993,reyr,isl,415,*rauza-
2994,royggj,fao,415,*rauza-
2995,roer,dum,415,*rauza-
2996,rōr,goh,415,*rauza-
2997,Rohr,deu,415,*rauza-
2998,ráða,non,416,*rēdan-
2999,ráða,fao,416,*rēdan-
3000,råða,ovd,416,*rēdan-
3001,rǣdan,ang,416,*rēdan-
3002,read,eng,416,*rēdan-
3003,rēda,ofs,416,*rēdan-
3004,rādan,osx,416,*rēdan-
3005,rātan,goh,416,*rēdan-
3006,rign,got,417,*regna-
3007,regn,non,417,*regna-
3008,regn,fao,417,*regna-
3009,raingen,ovd,417,*regna-
3010,rain,eng,417,*regna-
3011,rein,fry,417,*regna-
3012,regen,nld,417,*regna-
3013,raihts,got,418,*rehta-
3014,réttr,non,418,*rehta-
3015,rættur,fao,418,*rehta-
3016,rett,ovd,418,*rehta-
3017,riht,ang,418,*rehta-
3018,right,eng,418,*rehta-
3019,riucht,ofs,418,*rehta-
3020,rjocht,fry,418,*rehta-
3021,gjucht,stq,418,*rehta-
3022,reht,osx,418,*rehta-
3023,recht,nld,418,*rehta-
3024,reht,goh,418,*rehta-
3025,recht,deu,418,*rehta-
3026,rjúka,non,419,*reukan-
3027,rúka,fao,419,*reukan-
3028,rēocan,ang,419,*reukan-
3029,riāka,ofs,419,*reukan-
3030,rieken,dum,419,*reukan-
3031,ruiken,nld,419,*reukan-
3032,riohhan,goh,419,*reukan-
3033,riechen,deu,419,*reukan-
3034,Riemen,deu,420,*reuman-
3035,rēoma,ang,420,*reuman-
3036,riomo,osx,420,*reuman-
3037,riem,nld,420,*reuman-
3038,riomo,goh,420,*reuman-
3039,ri,non-gut,421,*rīhō-
